,date,year,month,day,open,high,low,close,week
0,2019-07-01,2019,07,01,10821.3,10914.85,10821.3,10895.46,1
1,2019-07-02,2019,07,02,10878.01,10888.21,10843.64,10865.12,1
2,2019-07-03,2019,07,03,10793.1,10812.65,10720.66,10743.77,1
3,2019-07-04,2019,07,04,10755.87,10791.28,10750.9,10775.9,1
4,2019-07-05,2019,07,05,10785.85,10812.38,10756.67,10785.73,1
5,2019-07-08,2019,07,08,10742.81,10781.11,10708.92,10751.22,2
6,2019-07-09,2019,07,09,10729.83,10733.57,10680.85,10702.78,2
7,2019-07-10,2019,07,10,10723.23,10810.16,10723.23,10798.48,2
8,2019-07-11,2019,07,11,10817.6,10856.51,10799.65,10843.42,2
9,2019-07-12,2019,07,12,10855.16,10867.59,10823.89,10824.35,2
10,2019-07-15,2019,07,15,10819.92,10880.56,10769.57,10876.43,3
11,2019-07-16,2019,07,16,10865.0,10899.84,10865.0,10886.05,3
12,2019-07-17,2019,07,17,10861.11,10861.11,10804.34,10828.48,3
13,2019-07-18,2019,07,18,10821.92,10835.43,10792.27,10799.28,3
14,2019-07-19,2019,07,19,10861.99,10919.96,10861.99,10873.19,3
15,2019-07-22,2019,07,22,10910.5,10949.76,10909.15,10944.53,4
16,2019-07-23,2019,07,23,10963.86,10994.44,10932.53,10947.26,4
17,2019-07-24,2019,07,24,10969.74,10976.46,10912.92,10935.76,4
18,2019-07-25,2019,07,25,10892.25,10945.92,10879.4,10941.41,4
19,2019-07-26,2019,07,26,10898.25,10907.44,10879.24,10891.98,4
20,2019-07-29,2019,07,29,10872.63,10905.74,10863.33,10885.73,5
21,2019-07-30,2019,07,30,10909.98,10927.16,10827.74,10830.9,5
22,2019-07-31,2019,07,31,10824.15,10835.8,10754.07,10823.81,5
