,date,year,month,day,open,high,low,close,week
0,2021-03-02,2021,03,02,16127.87,16262.91,15946.88,15946.88,1
1,2021-03-03,2021,03,03,15992.32,16211.73,15884.55,16211.73,1
2,2021-03-04,2021,03,04,16091.75,16091.75,15840.99,15906.41,1
3,2021-03-05,2021,03,05,15759.58,15934.43,15636.43,15855.23,1
4,2021-03-08,2021,03,08,15943.37,16074.97,15816.5,15820.11,2
5,2021-03-09,2021,03,09,15715.07,15864.26,15657.92,15853.09,2
6,2021-03-10,2021,03,10,15921.45,15986.07,15857.32,15911.67,2
7,2021-03-11,2021,03,11,15947.21,16216.22,15947.21,16179.56,2
8,2021-03-12,2021,03,12,16241.55,16298.03,16166.35,16255.18,2
9,2021-03-15,2021,03,15,16256.58,16281.91,16194.91,16249.33,3
10,2021-03-16,2021,03,16,16253.93,16340.66,16244.99,16313.16,3
11,2021-03-17,2021,03,17,16312.98,16349.21,16166.35,16215.82,3
12,2021-03-18,2021,03,18,16264.61,16410.02,16264.61,16287.84,3
13,2021-03-19,2021,03,19,16186.46,16186.46,16022.17,16070.24,3
14,2021-03-22,2021,03,22,16065.5,16235.63,15983.77,16189.22,4
15,2021-03-23,2021,03,23,16250.2,16351.38,16166.29,16177.59,4
16,2021-03-24,2021,03,24,15994.96,16125.54,15967.95,16032.12,4
17,2021-03-25,2021,03,25,16010.54,16146.58,15944.96,16060.14,4
18,2021-03-26,2021,03,26,16140.37,16325.62,16140.37,16305.88,4
19,2021-03-29,2021,03,29,16411.67,16520.89,16411.67,16475.97,5
20,2021-03-30,2021,03,30,16490.31,16556.19,16438.4,16554.9,5
21,2021-03-31,2021,03,31,16529.23,16550.2,16427.2,16431.13,5
