,date,year,month,day,open,high,low,close,week
0,2021-10-01,2021,10,01,16883.0,16883.0,16503.74,16570.89,1
1,2021-10-04,2021,10,04,16600.52,16680.29,16380.06,16408.35,2
2,2021-10-05,2021,10,05,16362.27,16460.75,16162.17,16460.75,2
3,2021-10-06,2021,10,06,16488.21,16568.21,16303.63,16393.16,2
4,2021-10-07,2021,10,07,16465.57,16731.58,16465.57,16713.86,2
5,2021-10-08,2021,10,08,16742.35,16771.71,16605.49,16640.43,2
6,2021-10-12,2021,10,12,16589.72,16589.72,16349.49,16462.84,3
7,2021-10-13,2021,10,13,16480.98,16543.33,16328.47,16347.99,3
8,2021-10-14,2021,10,14,16392.51,16519.96,16347.88,16387.28,3
9,2021-10-15,2021,10,15,16426.76,16781.19,16426.76,16781.19,3
10,2021-10-18,2021,10,18,16816.94,16862.03,16695.89,16705.46,4
11,2021-10-19,2021,10,19,16791.12,16916.72,16772.15,16900.67,4
12,2021-10-20,2021,10,20,16936.2,16973.86,16855.81,16887.82,4
13,2021-10-21,2021,10,21,16904.46,17026.89,16873.99,16889.51,4
14,2021-10-22,2021,10,22,16900.32,16932.89,16800.49,16888.74,4
15,2021-10-25,2021,10,25,16879.34,16930.98,16784.11,16894.24,5
16,2021-10-26,2021,10,26,16909.32,17067.15,16909.32,17034.34,5
17,2021-10-27,2021,10,27,17037.37,17079.6,16973.16,17074.55,5
18,2021-10-28,2021,10,28,17081.17,17104.86,16994.37,17041.63,5
19,2021-10-29,2021,10,29,17058.04,17073.97,16920.68,16987.41,5
